date,value
2019-05-08,4.505563e-05
2019-05-09,0.00181139782
2019-05-10,0.001242475
2019-05-11,0.0015080057
2019-05-12,0.00195800943
2019-05-13,0.00215586644
2019-05-14,0.00218227312
2019-05-15,0.002096097097
2019-05-16,0.00190434156
2019-05-17,0.00226495925
2019-05-18,0.0010671581299999998
2019-05-19,0.00164880607
2019-05-20,0.0022306987559999997
2019-05-21,0.0025088176199999997
2019-05-22,0.002732677712
2019-05-23,0.000652060908
2019-05-24,0.00055584766
2019-05-25,0.0006236266899999999
2019-05-26,0.0006183759439999999
2019-05-27,0.001133647308
2019-05-28,0.00210815764
2019-05-29,0.0022751389099999997
2019-05-30,0.00196996414
2019-05-31,0.00206569254
2019-06-01,0.0007992257459999999
2019-06-02,0.00238319543
2019-06-03,0.00193535877
2019-06-04,0.00129185469
2019-06-05,0.00069878777
2019-06-06,0.001614974723
2019-06-07,0.00211207803
2019-06-08,0.00059738654
2019-06-09,0.0010439283900000001
2019-06-10,6.735661999999999e-05
2019-06-11,0.00044595797
2019-06-12,0.0014963420699999998
2019-06-13,0.0014214606
2019-06-14,0.0025005723090000005
2019-06-15,0.00043979417
2019-06-16,0.00031070385000000003
2019-06-17,0.0021989150500000003
2019-06-18,0.0018004678
2019-06-19,0.00177366172
2019-06-20,0.0021903404000000004
2019-06-21,0.0018767273
2019-06-22,5.5482233999999995e-05
2019-06-23,0.0015908848500000002
2019-06-24,0.002063666455
2019-06-25,0.00223856939
2019-06-26,0.00282368051
2019-06-27,0.002538270422
2019-06-28,0.00228746711
2019-06-29,0.00167330936
2019-06-30,0.00013750308
2019-07-01,0.00251655288
2019-07-02,0.00208791252
2019-07-03,0.00212571138
2019-07-04,0.0025448379
2019-07-05,0.00178278901
2019-07-06,0.000384659514
2019-07-07,0.0005608368700000001
2019-07-08,0.00200528229
2019-07-09,0.002017723585
2019-07-10,0.0026698535300000003
2019-07-11,0.0020876340400000004
2019-07-12,0.00286688401
2019-07-13,0.0010692620099999998
2019-07-14,4.792639e-05
2019-07-15,0.00109271364
2019-07-16,0.0016532006900000001
2019-07-17,0.00233556028
2019-07-18,0.0020662081799999996
2019-07-19,0.00207937486
2019-07-20,0.00141867276
2019-07-21,0.000280530405
2019-07-22,0.00276367711
2019-07-23,0.00295020923
2019-07-24,0.00291334826
2019-07-25,0.00143761687
2019-07-26,0.00208937946
2019-07-27,0.000527792063
2019-07-28,0.000242191515
2019-07-29,0.001935304737
2019-07-30,0.00122298894
2019-07-31,0.00164501254
2019-08-01,0.00238591529
2019-08-02,0.001575492306
2019-08-03,0.001332120822
2019-08-04,0.0003090451
2019-08-05,0.00315164927
2019-08-06,0.00172996598
2019-08-07,0.00264961343
2019-08-08,0.00199918062
2019-08-09,0.0020580128000000004
2019-08-10,0.00044387039
2019-08-11,0.000812858855
2019-08-12,0.00088274533
2019-08-13,0.003807540689
2019-08-14,0.00141182365
2019-08-15,0.0010194704699999998
2019-08-16,0.0016668223
2019-08-17,0.00147408472
2019-08-18,0.0004363393
2019-08-19,0.00209657364
2019-08-20,0.00229145599
2019-08-21,0.0018794927
2019-08-22,0.0023490731399999996
2019-08-23,0.00175475067
2019-08-24,0.00084004479
2019-08-25,0.0007992651600000001
2019-08-26,0.00249182838
2019-08-27,0.0022442324299999997
2019-08-28,0.0018707375900000002
2019-08-29,0.0023900718200000003
2019-08-30,0.0034986500399999997
2019-08-31,0.001235720437
2019-09-01,0.0008202669100000001
2019-09-02,0.00071332171
2019-09-03,0.001976053188
2019-09-04,0.00099076922
2019-09-05,0.00289976097
2019-09-06,0.00137932596
2019-09-07,0.00074329641
2019-09-08,0.00055991765
2019-09-09,0.0005377095969999999
2019-09-10,0.000784139051
2019-09-11,0.00113138102
2019-09-12,0.00190087936
2019-09-13,4.608706e-05
2019-09-14,6.4852468e-05
2019-09-15,0.00011309561
2019-09-16,0.00252701589
2019-09-17,0.00138782073
2019-09-18,0.00141815559
2019-09-19,0.0024213280200000003
2019-09-20,0.001686905132
2019-09-21,0.00030170065
2019-09-22,7.440303000000001e-05
2019-09-23,0.00333988219
2019-09-24,0.0025232322200000002
2019-09-25,0.0024570215100000003
2019-09-26,0.00072960184
2019-09-27,0.002154430917
2019-09-29,0.00050536148
2019-09-30,0.00146166413
2019-10-01,0.00247857424
2019-10-02,0.00094511196
2019-10-03,0.0030367723299999996
2019-10-04,0.00580874377
2019-10-05,0.00442452896
2019-10-06,0.00311822758
2019-10-07,0.00255801906
2019-10-08,0.0004965563
2019-10-09,0.00212775528
2019-10-10,0.00272246409
2019-10-11,0.00192710231
2019-10-12,3.7263639e-05
2019-10-13,0.002927707886
2019-10-14,0.0016389900049999999
2019-10-15,0.0021515042
2019-10-16,0.0022357682699999997
2019-10-17,0.00231281841
2019-10-18,0.00181588838
2019-10-19,0.00133684902
2019-10-20,0.00100072503
2019-10-21,0.0017036303600000001
2019-10-22,0.00207439842
2019-10-23,0.00144033713
2019-10-24,0.001897157806
2019-10-25,0.0016750473
2019-10-26,0.000103942963
2019-10-27,7.497464e-05
2019-10-28,0.00018676556
2019-10-29,0.002048865357
2019-10-30,0.00236677758
2019-10-31,0.0032765901
2019-11-01,0.0019338246
2019-11-02,0.00341139317
2019-11-03,0.00162880753
2019-11-04,0.00174709016
2019-11-05,0.00165711691
2019-11-06,0.00164718079
2019-11-07,0.0023266505
2019-11-08,0.0016438439
2019-11-09,0.00077894584
2019-11-10,0.00098562283
2019-11-11,0.0022001394699999997
2019-11-12,0.00202027015
2019-11-13,0.00054486165
2019-11-14,0.00256428724
2019-11-15,0.00210661685
2019-11-16,0.00058764363
2019-11-17,0.0011381776700000001
2019-11-18,0.0012404929
2019-11-19,0.0014787314170000001
2019-11-20,0.0023171214199999997
2019-11-21,0.0021721517699999997
2019-11-22,0.00142329444
2019-11-23,0.00033204201
2019-11-24,0.0007300551799999999
2019-11-25,0.00260398655
2019-11-26,0.001555366394
2019-11-27,0.00162700318
2019-11-28,4.9504650000000004e-05
2019-11-29,0.0010896176
2019-11-30,8.4985e-05
2019-12-01,0.00049046079
2019-12-02,0.001834629027
2019-12-03,0.00250869306
2019-12-04,0.0012659374400000002
2019-12-05,0.00236908163
2019-12-06,0.00238886922
2019-12-07,0.00013774549
2019-12-08,0.00085347452
2019-12-09,0.00248115491
2019-12-10,0.002752339185
2019-12-11,0.00153146334
2019-12-12,0.0019172045899999999
2019-12-13,0.0025876322250000003
2019-12-14,0.00016658958000000001
2019-12-15,0.0013235519
2019-12-16,0.002585624396
2019-12-17,0.00274126542
2019-12-18,0.002906488632
2019-12-19,0.00253721435
2019-12-20,0.00236754229
2019-12-21,0.0019335212319999998
2019-12-22,0.00045715500999999996
2019-12-23,0.001980496207
2019-12-24,0.00231417257
2019-12-25,0.00027888988
2019-12-26,0.0007347589500000001
2019-12-27,0.0023103515199999996
2019-12-28,0.00080534051
2019-12-29,0.00126055131
2019-12-30,0.00041338604
2019-12-31,0.0024333078000000003
2020-01-01,0.00027949273
2020-01-02,0.00209762551
2020-01-03,0.00259969197
2020-01-04,0.00031475584
2020-01-05,0.000636681605
2020-01-06,0.001997658
2020-01-07,0.0014804935800000001
2020-01-08,0.00069021219
2020-01-09,0.0024035116200000002
2020-01-10,0.00227562226
2020-01-11,0.0010839499100000001
2020-01-12,0.00021992814999999998
2020-01-13,0.00177116301
2020-01-14,0.0028846705300000003
2020-01-15,0.0031929032699999998
2020-01-16,0.00140238579
2020-01-17,0.00221226156
2020-01-18,0.0006107886
2020-01-19,0.00072105153
2020-01-20,0.00123183197
2020-01-21,0.0023447066300000003
2020-01-22,0.0018530851299999999
2020-01-23,0.00215516925
2020-01-24,0.0021782854430000003
2020-01-25,0.00050075657
2020-01-26,0.00236093382
2020-01-27,0.001331039432
2020-01-28,0.0023836563600000004
2020-01-29,0.0022620199899999996
2020-01-30,0.001839512577
2020-01-31,0.00305193264
2020-02-01,0.00097979698
2020-02-02,0.001334327584
2020-02-03,0.00179140619
2020-02-04,0.00201777997
2020-02-05,0.00168650214
2020-02-06,0.002830911683
2020-02-07,0.0008001272299999999
2020-02-08,0.00027762249
2020-02-09,0.00032912163
2020-02-10,0.00264316984
2020-02-11,0.0010247039600000001
2020-02-12,0.00116763082
2020-02-13,0.00206109283
2020-02-14,0.0022425029
2020-02-15,0.00027268882
2020-02-16,0.00159632067
2020-02-17,0.002326799399
2020-02-18,0.00274663498
2020-02-19,0.0020432245240000002
2020-02-20,0.0017901567899999999
2020-02-21,0.00200550626
2020-02-22,0.0017115296899999999
2020-02-23,0.00291478392
2020-02-24,0.002172879137
2020-02-25,0.00208108416
2020-02-26,0.00208806168
2020-02-27,0.0014016769
2020-02-28,0.00106981569
2020-02-29,6.912134e-05
2020-03-01,0.00249276119
2020-03-02,0.00197843312
2020-03-03,0.002124026747
2020-03-04,0.00234892048
2020-03-05,0.00172777819
2020-03-06,0.00231237651
2020-03-07,0.00185975871
2020-03-08,0.00033809423
2020-03-09,0.001744083306
2020-03-10,0.0007622929179999999
2020-03-11,0.00192708751
2020-03-12,0.00152177608
2020-03-13,0.00145885536
2020-03-14,0.001882612919
2020-03-15,0.0006394530499999999
2020-03-16,0.001858109615
2020-03-17,0.00033035191
2020-03-18,0.00130021239
2020-03-19,0.000336677537
2020-03-20,0.00173397331
2020-03-21,0.00026892315
2020-03-22,0.00041196292899999996
2020-03-23,0.000333986976
2020-03-24,0.000478940669
2020-03-25,0.0001628863
2020-03-26,0.00045611739000000004
2020-03-27,0.00014573017
2020-03-28,0.00010009673
2020-03-29,6.327423000000001e-05
2020-03-30,0.00081112578
2020-03-31,0.00044183846700000004
2020-04-01,0.000265928162
2020-04-02,0.000171187766
2020-04-03,0.0006475065100000001
2020-04-04,0.00036626099000000004
2020-04-05,0.00011732729999999999
2020-04-06,0.00055033611
2020-04-07,0.00037803558
2020-04-08,0.00043491628000000005
2020-04-09,0.000222618555
2020-04-10,0.0007769621100000001
2020-04-11,0.00014832761999999998
